"Landesindex der Konsumentenpreise / Indice des prix à la consommation","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","© Bundesamt für Statistik / Office fédéral de la statistique, Espace de l'Europe 10, CH-2010 Neuchâtel"
"Indexierungstabelle / Tableau d'indexation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auskunft / Renseignements: LIK@bfs.admin.ch, 058 / 463 69 00"
"Originalbasen / Bases originales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.LIK.bfs.admin.ch"
"Datum / Date",5266,14458,24351,28369,30286,34090,36647,2005-12-01,2010-12-01,2015-12-01,2020-12-01,"% m-1","% m-12"
"45170",1094.9,798.1,353.3,209.5,168.1,121.4,114.4,1900-04-17 16:48:00,1900-04-13 07:12:00,1900-04-16 04:48:00,1900-04-15 07:12:00,"-0.1","1.7"
"45200",1095.9,798.8,353.6,209.7,168.2,121.5,114.5,1900-04-17 19:12:00,1900-04-13 09:36:00,1900-04-16 07:12:00,1900-04-15 09:36:00,"0.1","1.7"
"45231",1093.2,796.9,352.7,209.2,167.8,121.2,114.2,1900-04-17 12:00:00,1900-04-13 04:48:00,1900-04-16 02:24:00,1900-04-15 04:48:00,"-0.2","1.4"
"45261",1093.8,797.3,352.9,209.3,167.9,121.2,114.3,1900-04-17 14:24:00,1900-04-13 04:48:00,1900-04-16 02:24:00,1900-04-15 04:48:00,"0","1.7"
"45292",1095.6,798.6,353.5,209.7,168.2,121.5,114.5,1900-04-17 19:12:00,1900-04-13 09:36:00,1900-04-16 07:12:00,1900-04-15 09:36:00,"0.2","1.3"
"45323",1102.6,803.7,355.7,211,169.2,122.2,115.2,1900-04-18 12:00:00,1900-04-14 02:24:00,1900-04-17,1900-04-16 02:24:00,"0.6","1.2"
"45352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://www.bfs.admin.ch/asset/de/cc-d-05.02.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quelle: LIK / Source: IPC"
